time,id,pos,sugar,age,vision,metabolism,sex,children,loans_given,loans_owed,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,chose_not_to_borrow,chose_not_to_lend,chose_not_to_reproduce,schwartz_values
4,40,"(16, 39)",19.0,4,5,4,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.57f0, stimulation = -1.24f0, hedonism = -0.57f0, achievement = -0.02f0, power = -0.75f0, security = 0.94f0, conformity = -1.12f0, tradition = 0.08f0, benevolence = 0.98f0, universalism = 1.13f0)"
4,42,"(24, 10)",20.0,4,2,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.1f0, stimulation = -1.13f0, hedonism = -0.94f0, achievement = -1.01f0, power = 0.3f0, security = 0.43f0, conformity = 1.2f0, tradition = 0.73f0, benevolence = 0.18f0, universalism = 0.14f0)"
4,43,"(45, 7)",2.0,4,3,4,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.06f0, stimulation = 0.42f0, hedonism = 0.05f0, achievement = -0.35f0, power = -1.25f0, security = 1.14f0, conformity = -0.45f0, tradition = -0.93f0, benevolence = 1.26f0, universalism = 0.17f0)"
4,44,"(10, 1)",6.0,4,2,3,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.46f0, stimulation = -1.48f0, hedonism = -0.25f0, achievement = 0.05f0, power = 0.29f0, security = 0.79f0, conformity = -0.43f0, tradition = 0.51f0, benevolence = -0.1f0, universalism = 1.08f0)"
4,45,"(44, 32)",2.0,4,6,3,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.45f0, stimulation = -0.15f0, hedonism = 0.62f0, achievement = 0.21f0, power = -2.15f0, security = -0.68f0, conformity = -1.69f0, tradition = -0.58f0, benevolence = 0.93f0, universalism = 2.04f0)"
4,46,"(15, 40)",29.0,4,6,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.48f0, stimulation = -1.94f0, hedonism = -0.84f0, achievement = -0.28f0, power = -0.58f0, security = 1.68f0, conformity = 0.34f0, tradition = 0.62f0, benevolence = 1.28f0, universalism = 0.19f0)"
4,48,"(44, 33)",2.0,4,5,4,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.64f0, stimulation = 0.14f0, hedonism = 0.52f0, achievement = 1.0f0, power = -1.15f0, security = 1.58f0, conformity = 0.73f0, tradition = -1.42f0, benevolence = -0.72f0, universalism = -0.04f0)"
4,49,"(6, 24)",9.0,4,1,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.78f0, stimulation = 0.27f0, hedonism = 0.74f0, achievement = -0.29f0, power = -1.4f0, security = -1.04f0, conformity = -1.62f0, tradition = -0.7f0, benevolence = 1.58f0, universalism = 1.69f0)"
4,50,"(14, 38)",27.0,4,5,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.09f0, stimulation = 2.31f0, hedonism = 1.81f0, achievement = -2.53f0, power = -0.85f0, security = -1.22f0, conformity = -0.7f0, tradition = -0.72f0, benevolence = 0.09f0, universalism = 0.72f0)"
5,2,"(15, 43)",18.0,5,6,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.21f0, stimulation = -3.63f0, hedonism = -0.42f0, achievement = -0.94f0, power = -1.04f0, security = 1.61f0, conformity = 1.01f0, tradition = 1.25f0, benevolence = 1.56f0, universalism = 0.81f0)"
5,3,"(31, 5)",8.0,5,1,4,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.42f0, stimulation = -0.29f0, hedonism = -0.14f0, achievement = -1.87f0, power = 0.67f0, security = -1.49f0, conformity = 1.32f0, tradition = 0.97f0, benevolence = -0.35f0, universalism = 0.76f0)"
5,4,"(9, 13)",6.0,5,6,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.05f0, stimulation = -0.9f0, hedonism = 0.89f0, achievement = -1.12f0, power = -1.28f0, security = -1.56f0, conformity = -0.45f0, tradition = -0.1f0, benevolence = 1.71f0, universalism = 1.76f0)"
5,5,"(9, 36)",27.0,5,6,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.3f0, stimulation = -1.06f0, hedonism = 1.04f0, achievement = -1.68f0, power = -1.32f0, security = 1.3f0, conformity = -1.04f0, tradition = 1.35f0, benevolence = 1.0f0, universalism = 0.71f0)"
5,6,"(24, 28)",6.0,5,3,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.28f0, stimulation = -1.52f0, hedonism = -0.5f0, achievement = 1.48f0, power = 0.28f0, security = 0.79f0, conformity = -0.54f0, tradition = -0.45f0, benevolence = 0.49f0, universalism = 0.27f0)"
5,7,"(10, 37)",18.0,5,1,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.88f0, stimulation = -0.96f0, hedonism = -0.3f0, achievement = -0.47f0, power = -2.32f0, security = 1.24f0, conformity = -0.39f0, tradition = -1.06f0, benevolence = 2.05f0, universalism = 1.34f0)"
5,8,"(35, 13)",16.0,5,4,3,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.5f0, stimulation = 0.33f0, hedonism = 0.65f0, achievement = -0.29f0, power = -1.11f0, security = 1.05f0, conformity = -1.78f0, tradition = -0.97f0, benevolence = 0.46f0, universalism = 0.17f0)"
5,10,"(39, 45)",9.0,5,6,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.74f0, stimulation = -0.57f0, hedonism = -0.1f0, achievement = 0.24f0, power = -0.57f0, security = 1.46f0, conformity = -1.21f0, tradition = -0.26f0, benevolence = -0.85f0, universalism = 0.11f0)"
5,11,"(34, 4)",13.0,5,2,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.47f0, stimulation = -0.88f0, hedonism = 1.77f0, achievement = 1.3f0, power = -1.39f0, security = -0.7f0, conformity = -1.15f0, tradition = -0.82f0, benevolence = 1.4f0, universalism = 0.95f0)"
5,12,"(31, 9)",12.0,5,6,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.99f0, stimulation = -1.22f0, hedonism = 2.03f0, achievement = -0.8f0, power = -1.88f0, security = -0.39f0, conformity = -0.49f0, tradition = -0.35f0, benevolence = 1.15f0, universalism = 0.96f0)"
5,13,"(13, 33)",8.0,5,6,4,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.57f0, stimulation = -3.3f0, hedonism = -0.8f0, achievement = -0.68f0, power = -1.83f0, security = 1.5f0, conformity = 1.16f0, tradition = 2.48f0, benevolence = 1.55f0, universalism = 0.49f0)"
5,14,"(12, 40)",20.0,5,2,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.43f0, stimulation = -2.17f0, hedonism = 0.23f0, achievement = -0.95f0, power = 0.76f0, security = 0.99f0, conformity = -1.1f0, tradition = 1.39f0, benevolence = -0.24f0, universalism = 0.65f0)"
5,15,"(31, 15)",7.0,5,4,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.72f0, stimulation = -0.73f0, hedonism = 0.23f0, achievement = -0.76f0, power = -0.95f0, security = -0.12f0, conformity = 0.01f0, tradition = -0.19f0, benevolence = 0.2f0, universalism = 0.58f0)"
5,17,"(12, 41)",30.0,5,1,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -2.62f0, stimulation = -0.72f0, hedonism = 0.16f0, achievement = -1.44f0, power = -1.77f0, security = 1.93f0, conformity = 2.27f0, tradition = 1.5f0, benevolence = 0.63f0, universalism = 0.07f0)"
5,18,"(40, 14)",2.0,5,5,4,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.49f0, stimulation = -1.99f0, hedonism = -0.95f0, achievement = -0.85f0, power = -1.38f0, security = 1.73f0, conformity = 1.59f0, tradition = 0.23f0, benevolence = 1.01f0, universalism = 0.11f0)"
5,19,"(48, 27)",12.0,5,4,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.51f0, stimulation = -1.55f0, hedonism = -2.06f0, achievement = -0.26f0, power = -0.94f0, security = 1.86f0, conformity = 1.94f0, tradition = -0.19f0, benevolence = 1.52f0, universalism = 0.19f0)"
5,20,"(13, 9)",9.0,5,4,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.41f0, stimulation = -1.5f0, hedonism = -0.85f0, achievement = 0.56f0, power = -1.9f0, security = -0.09f0, conformity = 1.23f0, tradition = 1.18f0, benevolence = 0.99f0, universalism = 0.8f0)"
5,21,"(6, 20)",19.0,5,4,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.72f0, stimulation = -2.14f0, hedonism = -1.61f0, achievement = 0.02f0, power = -0.33f0, security = 1.57f0, conformity = 1.05f0, tradition = 0.31f0, benevolence = 0.03f0, universalism = 0.41f0)"
5,22,"(20, 18)",10.0,5,1,3,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.32f0, stimulation = -2.02f0, hedonism = -1.88f0, achievement = 0.07f0, power = 0.47f0, security = 1.43f0, conformity = 1.45f0, tradition = 1.03f0, benevolence = 0.29f0, universalism = -0.52f0)"
5,23,"(32, 4)",31.0,5,2,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.39f0, stimulation = -2.09f0, hedonism = -2.28f0, achievement = -1.46f0, power = 0.05f0, security = 0.63f0, conformity = -0.88f0, tradition = 1.68f0, benevolence = 1.86f0, universalism = 1.09f0)"
5,24,"(14, 45)",18.0,5,6,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.85f0, stimulation = -0.41f0, hedonism = -1.54f0, achievement = 1.74f0, power = -0.18f0, security = -0.12f0, conformity = 0.41f0, tradition = -0.25f0, benevolence = 0.68f0, universalism = 0.5f0)"
5,25,"(10, 9)",3.0,5,2,3,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.67f0, stimulation = -1.05f0, hedonism = -0.31f0, achievement = -1.04f0, power = 0.1f0, security = -0.4f0, conformity = -0.48f0, tradition = -0.06f0, benevolence = 1.54f0, universalism = 1.04f0)"
5,26,"(44, 13)",14.0,5,2,3,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.08f0, stimulation = 1.25f0, hedonism = 0.91f0, achievement = -0.46f0, power = -0.93f0, security = 0.74f0, conformity = -1.89f0, tradition = 0.74f0, benevolence = 0.07f0, universalism = -0.35f0)"
5,27,"(33, 1)",20.0,5,1,3,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.07f0, stimulation = -0.18f0, hedonism = 0.49f0, achievement = 0.37f0, power = -0.3f0, security = 1.33f0, conformity = -1.29f0, tradition = -1.48f0, benevolence = 0.3f0, universalism = -0.32f0)"
5,29,"(37, 11)",11.0,5,5,4,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.15f0, stimulation = -0.41f0, hedonism = 0.27f0, achievement = -0.54f0, power = -1.03f0, security = 0.94f0, conformity = 0.01f0, tradition = -0.17f0, benevolence = -0.54f0, universalism = 1.32f0)"
5,30,"(13, 40)",24.0,5,2,3,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.4f0, stimulation = -1.4f0, hedonism = 0.41f0, achievement = 0.19f0, power = -1.69f0, security = 1.25f0, conformity = -0.71f0, tradition = 0.55f0, benevolence = 1.12f0, universalism = 0.68f0)"
5,31,"(18, 39)",30.0,5,5,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.14f0, stimulation = -0.71f0, hedonism = 0.85f0, achievement = 0.79f0, power = -0.41f0, security = -0.69f0, conformity = 0.28f0, tradition = 0.5f0, benevolence = -1.02f0, universalism = 0.56f0)"
5,32,"(25, 38)",5.0,5,2,4,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.24f0, stimulation = -0.05f0, hedonism = 0.85f0, achievement = -0.91f0, power = -0.29f0, security = 0.82f0, conformity = -0.84f0, tradition = -0.91f0, benevolence = 0.15f0, universalism = 0.93f0)"
5,34,"(8, 31)",14.0,5,1,4,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.2f0, stimulation = -0.82f0, hedonism = 0.32f0, achievement = -0.61f0, power = -1.0f0, security = 1.35f0, conformity = -0.43f0, tradition = 0.74f0, benevolence = 0.33f0, universalism = -0.06f0)"
5,35,"(31, 50)",3.0,5,4,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -1.29f0, stimulation = -0.25f0, hedonism = -0.55f0, achievement = -1.25f0, power = -0.71f0, security = 0.99f0, conformity = 0.25f0, tradition = 1.24f0, benevolence = 0.8f0, universalism = 0.76f0)"
5,36,"(43, 42)",1.0,5,1,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.56f0, stimulation = -0.96f0, hedonism = -0.72f0, achievement = -0.27f0, power = 0.52f0, security = 1.14f0, conformity = -0.08f0, tradition = -1.33f0, benevolence = -0.2f0, universalism = 1.34f0)"
5,37,"(33, 9)",5.0,5,6,3,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.39f0, stimulation = 0.53f0, hedonism = -0.83f0, achievement = -1.63f0, power = -0.77f0, security = -1.35f0, conformity = -0.38f0, tradition = 0.01f0, benevolence = 1.87f0, universalism = 1.15f0)"
5,38,"(37, 12)",28.0,5,2,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.85f0, stimulation = -1.7f0, hedonism = 0.37f0, achievement = -1.02f0, power = 0.56f0, security = 0.66f0, conformity = 0.08f0, tradition = 1.2f0, benevolence = 0.02f0, universalism = 0.66f0)"
5,39,"(9, 24)",10.0,5,1,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.75f0, stimulation = -1.11f0, hedonism = 0.16f0, achievement = 0.27f0, power = -1.3f0, security = 0.58f0, conformity = -0.18f0, tradition = -0.09f0, benevolence = 1.38f0, universalism = -0.46f0)"
5,40,"(15, 39)",19.0,5,5,4,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.57f0, stimulation = -1.24f0, hedonism = -0.57f0, achievement = -0.02f0, power = -0.75f0, security = 0.94f0, conformity = -1.12f0, tradition = 0.08f0, benevolence = 0.98f0, universalism = 1.13f0)"
5,42,"(24, 9)",21.0,5,2,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.1f0, stimulation = -1.13f0, hedonism = -0.94f0, achievement = -1.01f0, power = 0.3f0, security = 0.43f0, conformity = 1.2f0, tradition = 0.73f0, benevolence = 0.18f0, universalism = 0.14f0)"
5,44,"(10, 1)",3.0,5,2,3,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.46f0, stimulation = -1.48f0, hedonism = -0.25f0, achievement = 0.05f0, power = 0.29f0, security = 0.79f0, conformity = -0.43f0, tradition = 0.51f0, benevolence = -0.1f0, universalism = 1.08f0)"
5,46,"(14, 40)",31.0,5,6,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.48f0, stimulation = -1.94f0, hedonism = -0.84f0, achievement = -0.28f0, power = -0.58f0, security = 1.68f0, conformity = 0.34f0, tradition = 0.62f0, benevolence = 1.28f0, universalism = 0.19f0)"
5,49,"(6, 24)",8.0,5,1,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.78f0, stimulation = 0.27f0, hedonism = 0.74f0, achievement = -0.29f0, power = -1.4f0, security = -1.04f0, conformity = -1.62f0, tradition = -0.7f0, benevolence = 1.58f0, universalism = 1.69f0)"
5,50,"(16, 37)",29.0,5,5,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.09f0, stimulation = 2.31f0, hedonism = 1.81f0, achievement = -2.53f0, power = -0.85f0, security = -1.22f0, conformity = -0.7f0, tradition = -0.72f0, benevolence = 0.09f0, universalism = 0.72f0)"
6,2,"(15, 42)",21.0,6,6,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.21f0, stimulation = -3.63f0, hedonism = -0.42f0, achievement = -0.94f0, power = -1.04f0, security = 1.61f0, conformity = 1.01f0, tradition = 1.25f0, benevolence = 1.56f0, universalism = 0.81f0)"
6,3,"(30, 5)",7.0,6,1,4,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.42f0, stimulation = -0.29f0, hedonism = -0.14f0, achievement = -1.87f0, power = 0.67f0, security = -1.49f0, conformity = 1.32f0, tradition = 0.97f0, benevolence = -0.35f0, universalism = 0.76f0)"
6,4,"(9, 13)",4.0,6,6,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.05f0, stimulation = -0.9f0, hedonism = 0.89f0, achievement = -1.12f0, power = -1.28f0, security = -1.56f0, conformity = -0.45f0, tradition = -0.1f0, benevolence = 1.71f0, universalism = 1.76f0)"
6,5,"(10, 36)",29.0,6,6,1,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.3f0, stimulation = -1.06f0, hedonism = 1.04f0, achievement = -1.68f0, power = -1.32f0, security = 1.3f0, conformity = -1.04f0, tradition = 1.35f0, benevolence = 1.0f0, universalism = 0.71f0)"
6,6,"(24, 28)",5.0,6,3,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.28f0, stimulation = -1.52f0, hedonism = -0.5f0, achievement = 1.48f0, power = 0.28f0, security = 0.79f0, conformity = -0.54f0, tradition = -0.45f0, benevolence = 0.49f0, universalism = 0.27f0)"
6,7,"(11, 37)",20.0,6,1,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.88f0, stimulation = -0.96f0, hedonism = -0.3f0, achievement = -0.47f0, power = -2.32f0, security = 1.24f0, conformity = -0.39f0, tradition = -1.06f0, benevolence = 2.05f0, universalism = 1.34f0)"
6,8,"(36, 13)",17.0,6,4,3,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.5f0, stimulation = 0.33f0, hedonism = 0.65f0, achievement = -0.29f0, power = -1.11f0, security = 1.05f0, conformity = -1.78f0, tradition = -0.97f0, benevolence = 0.46f0, universalism = 0.17f0)"
6,10,"(39, 45)",8.0,6,6,1,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.74f0, stimulation = -0.57f0, hedonism = -0.1f0, achievement = 0.24f0, power = -0.57f0, security = 1.46f0, conformity = -1.21f0, tradition = -0.26f0, benevolence = -0.85f0, universalism = 0.11f0)"
6,11,"(35, 4)",14.0,6,2,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.47f0, stimulation = -0.88f0, hedonism = 1.77f0, achievement = 1.3f0, power = -1.39f0, security = -0.7f0, conformity = -1.15f0, tradition = -0.82f0, benevolence = 1.4f0, universalism = 0.95f0)"
6,12,"(32, 10)",14.0,6,6,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.99f0, stimulation = -1.22f0, hedonism = 2.03f0, achievement = -0.8f0, power = -1.88f0, security = -0.39f0, conformity = -0.49f0, tradition = -0.35f0, benevolence = 1.15f0, universalism = 0.96f0)"
6,13,"(14, 33)",7.0,6,6,4,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.57f0, stimulation = -3.3f0, hedonism = -0.8f0, achievement = -0.68f0, power = -1.83f0, security = 1.5f0, conformity = 1.16f0, tradition = 2.48f0, benevolence = 1.55f0, universalism = 0.49f0)"
6,14,"(12, 38)",21.0,6,2,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.43f0, stimulation = -2.17f0, hedonism = 0.23f0, achievement = -0.95f0, power = 0.76f0, security = 0.99f0, conformity = -1.1f0, tradition = 1.39f0, benevolence = -0.24f0, universalism = 0.65f0)"
6,15,"(31, 14)",8.0,6,4,2,female,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.72f0, stimulation = -0.73f0, hedonism = 0.23f0, achievement = -0.76f0, power = -0.95f0, security = -0.12f0, conformity = 0.01f0, tradition = -0.19f0, benevolence = 0.2f0, universalism = 0.58f0)"
6,17,"(11, 41)",31.0,6,1,2,male,Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -2.62f0, stimulation = -0.72f0, hedonism = 0.16f0, achievement = -1.44f0, power = -1.77f0, security = 1.93f0, conformity = 2.27f0, tradition = 1.5f0, benevolence = 0.63f0, universalism = 0.07f0)"
