time,id,pos,sugar,age,vision,metabolism,sex,culture,children,loans_given,loans_owed,has_reproduced,has_spread_culture,has_accepted_culture,total_inheritance_received,last_partner_id,last_credit_partner,chose_not_to_borrow,chose_not_to_lend,chose_not_to_spread_culture,schwartz_values
3,30,"(15, 38)",22.0,3,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.67f0, stimulation = -1.19f0, hedonism = -0.78f0, achievement = -0.35f0, power = -0.23f0, security = 0.21f0, conformity = 0.57f0, tradition = -0.85f0, benevolence = 1.3f0, universalism = 1.99f0)"
3,31,"(17, 40)",26.0,3,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.26f0, stimulation = -2.06f0, hedonism = -0.99f0, achievement = -1.19f0, power = -1.26f0, security = 1.32f0, conformity = 1.92f0, tradition = 0.59f0, benevolence = 1.6f0, universalism = 0.32f0)"
3,32,"(25, 39)",10.0,3,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.83f0, stimulation = -1.3f0, hedonism = 0.69f0, achievement = -2.03f0, power = -1.4f0, security = -0.3f0, conformity = -0.36f0, tradition = 0.25f0, benevolence = 1.23f0, universalism = 1.4f0)"
3,33,"(28, 1)",1.0,3,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.03f0, stimulation = -3.21f0, hedonism = 1.44f0, achievement = -1.43f0, power = -2.28f0, security = -0.54f0, conformity = 1.4f0, tradition = 2.02f0, benevolence = 1.22f0, universalism = 1.4f0)"
3,34,"(7, 32)",18.0,3,1,4,male,"Bool[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.27f0, stimulation = -1.22f0, hedonism = 0.4f0, achievement = 1.02f0, power = -1.26f0, security = 0.14f0, conformity = -0.89f0, tradition = -0.15f0, benevolence = 0.48f0, universalism = 0.22f0)"
3,35,"(31, 50)",7.0,3,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.06f0, stimulation = -2.45f0, hedonism = 1.27f0, achievement = -0.19f0, power = -1.29f0, security = 1.48f0, conformity = -0.63f0, tradition = 0.01f0, benevolence = 1.49f0, universalism = 0.26f0)"
3,36,"(43, 42)",3.0,3,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.46f0, stimulation = -0.97f0, hedonism = -2.54f0, achievement = -0.35f0, power = -0.14f0, security = 0.86f0, conformity = 2.56f0, tradition = -0.31f0, benevolence = 0.85f0, universalism = 0.49f0)"
3,37,"(33, 9)",7.0,3,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.5f0, stimulation = -0.81f0, hedonism = 0.7f0, achievement = 0.41f0, power = 1.05f0, security = -0.42f0, conformity = -0.74f0, tradition = -1.32f0, benevolence = 0.01f0, universalism = -0.38f0)"
3,38,"(39, 15)",23.0,3,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.38f0, stimulation = -1.83f0, hedonism = -1.51f0, achievement = -0.48f0, power = -1.73f0, security = -0.04f0, conformity = 1.46f0, tradition = 1.25f0, benevolence = 1.45f0, universalism = 1.05f0)"
3,39,"(9, 24)",12.0,3,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.13f0, stimulation = -0.13f0, hedonism = -0.23f0, achievement = -0.53f0, power = 0.27f0, security = 0.35f0, conformity = -0.86f0, tradition = -0.46f0, benevolence = 0.45f0, universalism = 0.03f0)"
3,40,"(14, 37)",21.0,3,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.61f0, stimulation = -1.96f0, hedonism = 0.89f0, achievement = 0.0f0, power = -1.55f0, security = 1.02f0, conformity = 0.63f0, tradition = -0.09f0, benevolence = 1.35f0, universalism = 0.31f0)"
3,42,"(24, 11)",19.0,3,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.46f0, stimulation = -0.32f0, hedonism = -1.04f0, achievement = -0.72f0, power = -0.16f0, security = 2.17f0, conformity = 0.03f0, tradition = -0.03f0, benevolence = -0.34f0, universalism = -0.06f0)"
3,43,"(46, 7)",4.0,3,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.91f0, stimulation = -1.74f0, hedonism = 0.61f0, achievement = 0.17f0, power = -0.55f0, security = 0.4f0, conformity = -0.5f0, tradition = -0.33f0, benevolence = 0.34f0, universalism = 0.69f0)"
3,44,"(10, 1)",9.0,3,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.17f0, stimulation = -1.19f0, hedonism = 1.05f0, achievement = -1.02f0, power = 0.57f0, security = 0.53f0, conformity = -1.31f0, tradition = 0.44f0, benevolence = 0.43f0, universalism = 0.67f0)"
3,45,"(44, 32)",5.0,3,6,3,male,"Bool[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,true,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.33f0, stimulation = -0.23f0, hedonism = -0.76f0, achievement = -0.9f0, power = -1.73f0, security = 0.61f0, conformity = 0.77f0, tradition = -0.27f0, benevolence = 1.04f0, universalism = 1.13f0)"
3,46,"(22, 39)",24.0,3,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.54f0, stimulation = 1.24f0, hedonism = 0.17f0, achievement = -1.0f0, power = -1.46f0, security = 2.15f0, conformity = -1.18f0, tradition = 0.2f0, benevolence = 0.25f0, universalism = 0.17f0)"
3,48,"(44, 33)",6.0,3,5,4,female,"Bool[0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,true,true,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.11f0, stimulation = -1.49f0, hedonism = -0.89f0, achievement = -0.67f0, power = -1.6f0, security = -0.13f0, conformity = 0.42f0, tradition = 1.32f0, benevolence = 1.28f0, universalism = 0.64f0)"
3,49,"(6, 24)",10.0,3,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.1f0, stimulation = -0.25f0, hedonism = -0.44f0, achievement = -1.35f0, power = -3.11f0, security = 1.15f0, conformity = 0.91f0, tradition = -0.36f0, benevolence = 1.58f0, universalism = 1.78f0)"
3,50,"(14, 29)",22.0,3,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.32f0, stimulation = -0.07f0, hedonism = 1.66f0, achievement = 0.23f0, power = -1.84f0, security = -0.45f0, conformity = -1.36f0, tradition = -0.5f0, benevolence = 0.77f0, universalism = 0.24f0)"
3,51,"(45, 6)",6.0,1,6,4,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.05f0, stimulation = -2.15f0, hedonism = -0.0f0, achievement = -0.38f0, power = -1.56f0, security = 0.6f0, conformity = 0.5f0, tradition = 0.06f0, benevolence = 1.31f0, universalism = 1.67f0)"
3,52,"(22, 15)",8.0,0,6,1,female,"Bool[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.5f0, stimulation = -0.81f0, hedonism = 0.09f0, achievement = -0.52f0, power = -1.23f0, security = -0.95f0, conformity = 1.2f0, tradition = -0.09f0, benevolence = 0.48f0, universalism = 1.34f0)"
3,53,"(35, 4)",20.0,0,6,2,male,"Bool[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.0f0, stimulation = -0.58f0, hedonism = 0.9f0, achievement = -0.94f0, power = -0.77f0, security = 0.19f0, conformity = -1.19f0, tradition = -1.21f0, benevolence = 0.99f0, universalism = 1.61f0)"
3,54,"(2, 33)",17.0,0,6,4,female,"Bool[1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.94f0, stimulation = -0.68f0, hedonism = 0.15f0, achievement = 0.81f0, power = -0.81f0, security = -0.01f0, conformity = 0.63f0, tradition = -1.11f0, benevolence = 1.23f0, universalism = 0.72f0)"
4,1,"(2, 21)",1.0,4,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.22f0, stimulation = -0.72f0, hedonism = -0.9f0, achievement = -1.77f0, power = -2.34f0, security = 0.49f0, conformity = 0.6f0, tradition = 1.25f0, benevolence = 1.17f0, universalism = 2.02f0)"
4,2,"(15, 42)",15.0,4,6,1,male,"Bool[1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,true,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.4f0, stimulation = -2.44f0, hedonism = -2.09f0, achievement = 0.54f0, power = -0.62f0, security = 2.14f0, conformity = 1.07f0, tradition = 1.73f0, benevolence = -0.19f0, universalism = 0.27f0)"
4,3,"(31, 4)",10.0,4,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.01f0, stimulation = -0.88f0, hedonism = -0.35f0, achievement = 0.26f0, power = -1.16f0, security = 1.07f0, conformity = -2.09f0, tradition = 1.15f0, benevolence = 0.98f0, universalism = 1.03f0)"
4,4,"(9, 13)",8.0,4,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.6f0, stimulation = -1.88f0, hedonism = -2.26f0, achievement = 0.59f0, power = -0.06f0, security = 1.19f0, conformity = -0.69f0, tradition = 0.09f0, benevolence = 1.08f0, universalism = 1.35f0)"
4,5,"(10, 36)",28.0,4,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.8f0, stimulation = -0.14f0, hedonism = -0.1f0, achievement = -0.0f0, power = -0.01f0, security = 0.2f0, conformity = -0.98f0, tradition = -1.98f0, benevolence = 0.93f0, universalism = 1.3f0)"
4,6,"(24, 28)",7.0,4,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.67f0, stimulation = -1.04f0, hedonism = 0.93f0, achievement = -1.54f0, power = -1.69f0, security = 0.42f0, conformity = -0.64f0, tradition = 0.28f0, benevolence = 0.94f0, universalism = 0.66f0)"
4,7,"(9, 37)",16.0,4,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.77f0, stimulation = 1.45f0, hedonism = 0.95f0, achievement = 0.02f0, power = 0.37f0, security = 0.17f0, conformity = -1.13f0, tradition = -0.93f0, benevolence = -0.04f0, universalism = -0.09f0)"
4,8,"(33, 15)",14.0,4,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.88f0, stimulation = -0.7f0, hedonism = -0.88f0, achievement = -0.01f0, power = -0.94f0, security = 2.06f0, conformity = 0.25f0, tradition = -1.13f0, benevolence = 0.08f0, universalism = 0.38f0)"
4,10,"(39, 45)",10.0,4,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.13f0, stimulation = -0.11f0, hedonism = -1.5f0, achievement = 1.1f0, power = -2.01f0, security = 0.81f0, conformity = 0.19f0, tradition = 0.89f0, benevolence = 0.46f0, universalism = 0.29f0)"
4,11,"(34, 4)",12.0,4,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,true,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.24f0, stimulation = -0.24f0, hedonism = 0.57f0, achievement = -2.2f0, power = -0.4f0, security = 0.01f0, conformity = 0.16f0, tradition = 0.75f0, benevolence = 0.67f0, universalism = 0.44f0)"
4,12,"(24, 9)",5.0,4,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.3f0, stimulation = -1.63f0, hedonism = 0.01f0, achievement = 1.42f0, power = -0.84f0, security = 0.31f0, conformity = 0.24f0, tradition = 0.13f0, benevolence = -0.12f0, universalism = 0.17f0)"
4,13,"(16, 39)",10.0,4,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,true,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.5f0, stimulation = -0.48f0, hedonism = -0.74f0, achievement = -0.52f0, power = -0.78f0, security = 0.48f0, conformity = 0.56f0, tradition = 0.45f0, benevolence = 0.81f0, universalism = 0.71f0)"
4,14,"(14, 38)",18.0,4,2,2,male,"Bool[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,true,true,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.95f0, stimulation = -1.55f0, hedonism = 0.51f0, achievement = -1.08f0, power = -2.37f0, security = 1.51f0, conformity = 0.52f0, tradition = -0.43f0, benevolence = 1.63f0, universalism = 0.3f0)"
4,15,"(27, 17)",5.0,4,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.3f0, stimulation = -1.25f0, hedonism = 1.01f0, achievement = -0.6f0, power = -1.68f0, security = 1.08f0, conformity = -0.52f0, tradition = 0.25f0, benevolence = 0.64f0, universalism = 0.77f0)"
4,17,"(13, 41)",28.0,4,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.88f0, stimulation = -1.11f0, hedonism = -1.84f0, achievement = 0.25f0, power = 0.53f0, security = 0.97f0, conformity = -0.15f0, tradition = -1.13f0, benevolence = 0.36f0, universalism = 1.24f0)"
4,19,"(48, 27)",14.0,4,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.64f0, stimulation = -0.75f0, hedonism = -1.05f0, achievement = -1.11f0, power = -1.68f0, security = -0.49f0, conformity = 1.24f0, tradition = 0.17f0, benevolence = 1.78f0, universalism = 1.25f0)"
4,20,"(13, 9)",10.0,4,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.13f0, stimulation = 0.27f0, hedonism = -1.8f0, achievement = -0.25f0, power = 0.27f0, security = 0.64f0, conformity = 0.4f0, tradition = 0.73f0, benevolence = 0.16f0, universalism = -0.28f0)"
4,21,"(6, 20)",20.0,4,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.25f0, stimulation = 0.31f0, hedonism = 1.2f0, achievement = 0.04f0, power = 1.3f0, security = -0.02f0, conformity = -1.96f0, tradition = -2.13f0, benevolence = -0.52f0, universalism = 0.53f0)"
4,22,"(20, 18)",13.0,4,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.08f0, stimulation = 0.95f0, hedonism = -0.49f0, achievement = 0.49f0, power = -0.04f0, security = -0.26f0, conformity = 0.32f0, tradition = -1.4f0, benevolence = -1.17f0, universalism = 0.52f0)"
4,23,"(33, 5)",31.0,4,2,1,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.56f0, stimulation = 0.89f0, hedonism = 0.34f0, achievement = -1.69f0, power = -1.64f0, security = 0.11f0, conformity = -0.45f0, tradition = 0.16f0, benevolence = 0.7f0, universalism = 1.03f0)"
4,24,"(14, 42)",20.0,4,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,true,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.35f0, stimulation = -1.25f0, hedonism = -0.18f0, achievement = 1.17f0, power = 0.56f0, security = 0.94f0, conformity = -0.45f0, tradition = -1.55f0, benevolence = 0.55f0, universalism = -0.13f0)"
4,25,"(10, 9)",6.0,4,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.84f0, stimulation = -0.9f0, hedonism = 0.56f0, achievement = -1.23f0, power = -0.71f0, security = 1.72f0, conformity = -2.15f0, tradition = -0.13f0, benevolence = 0.77f0, universalism = 1.23f0)"
4,26,"(44, 15)",14.0,4,2,3,female,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.63f0, stimulation = -0.61f0, hedonism = 0.33f0, achievement = 0.37f0, power = -0.5f0, security = -0.0f0, conformity = -1.14f0, tradition = 0.11f0, benevolence = 1.15f0, universalism = 0.93f0)"
4,27,"(34, 1)",21.0,4,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.93f0, stimulation = -0.36f0, hedonism = -0.42f0, achievement = 0.76f0, power = -1.62f0, security = 0.24f0, conformity = 0.31f0, tradition = -0.9f0, benevolence = 0.56f0, universalism = 0.5f0)"
4,29,"(38, 11)",11.0,4,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.07f0, stimulation = -1.45f0, hedonism = -1.3f0, achievement = -1.21f0, power = -1.42f0, security = 1.06f0, conformity = 1.29f0, tradition = 2.15f0, benevolence = 0.32f0, universalism = 0.64f0)"
4,30,"(15, 39)",23.0,4,2,3,female,"Bool[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,true,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.67f0, stimulation = -1.19f0, hedonism = -0.78f0, achievement = -0.35f0, power = -0.23f0, security = 0.21f0, conformity = 0.57f0, tradition = -0.85f0, benevolence = 1.3f0, universalism = 1.99f0)"
4,31,"(17, 39)",28.0,4,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = -0.26f0, stimulation = -2.06f0, hedonism = -0.99f0, achievement = -1.19f0, power = -1.26f0, security = 1.32f0, conformity = 1.92f0, tradition = 0.59f0, benevolence = 1.6f0, universalism = 0.32f0)"
4,32,"(25, 38)",8.0,4,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.83f0, stimulation = -1.3f0, hedonism = 0.69f0, achievement = -2.03f0, power = -1.4f0, security = -0.3f0, conformity = -0.36f0, tradition = 0.25f0, benevolence = 1.23f0, universalism = 1.4f0)"
4,34,"(8, 32)",16.0,4,1,4,male,"Bool[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 1.27f0, stimulation = -1.22f0, hedonism = 0.4f0, achievement = 1.02f0, power = -1.26f0, security = 0.14f0, conformity = -0.89f0, tradition = -0.15f0, benevolence = 0.48f0, universalism = 0.22f0)"
4,35,"(31, 50)",5.0,4,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],"Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",false,false,false,0.0,Int64[],Int64[],false,false,false,"(self_direction = 0.06f0, stimulation = -2.45f0, hedonism = 1.27f0, achievement = -0.19f0, power = -1.29f0, security = 1.48f0, conformity = -0.63f0, tradition = 0.01f0, benevolence = 1.49f0, universalism = 0.26f0)"
